;name;github_id;dockerhub_id;pypi_id;npm_id;helm_id;brew_id;apt_id;yum_id;maven_id;category;github_url;homepage;created_at;updated_at;fork_count;open_issue_count;closed_issue_count;star_count;commit_count;latest_stable_release_published_at;latest_stable_release_number;release_count;description;contributor_count;sourcerank;pypi_url;license;dependent_project_count;pypi_dependent_project_count;pypi_monthly_downloads;monthly_downloads;npm_url;npm_dependent_project_count;npm_monthly_downloads;maven_url;maven_dependent_project_count;dockerhub_url;dockerhub_stars;dockerhub_pulls;show;sourcerank_placing;gem_id;conda_id;go_id;conda_url;github_dependent_project_count;pkg_id;cran_od;conda_dependent_project_count;github_release_downloads;zypper_id;docs_url;yarn_id;cran_id;nuget_id;snap_id
57;SQLite Browser;sqlitebrowser/sqlitebrowser;;;;;;sqlitebrowser;;;db-gui;https://github.com/sqlitebrowser/sqlitebrowser;https://github.com/sqlitebrowser/sqlitebrowser;2014-05-04 01:54:44+00:00;2019-10-28 20:37:00+00:00;1386;372.0;1276.0;12062;3072.0;2019-04-03 18:15:28+00:00;3.11.2;30.0;Official home of the DB Browser for SQLite (DB4S) project...;119;26;;Apache-2.0;;;;116837.0;;;;;;;;;True;1;;;;;;;;;7594468.0;;;;;;sqlitebrowser
58;TimescaleDB;timescale/timescaledb;timescale/timescaledb;;;;timescaledb;timescaledb-postgresql-11;;;data-storage;https://github.com/timescale/timescaledb;https://github.com/timescale/timescaledb;2017-03-07 20:03:41+00:00;2019-10-29 23:05:56+00:00;404;127.0;439.0;7773;1571.0;2019-09-11 17:04:06+00:00;1.4.2;39.0;An open-source time-series SQL database optimized for fast ingest..;43;26;;Apache-2.0;;;;456806.0;;;;;;https://hub.docker.com/r/timescale/timescaledb;58.0;14157818.0;True;3;;;;;;;;;3007.0;;;;;;
59;Botpress;botpress/botpress;;;botpress;;;;;;others;https://github.com/botpress/botpress;https://github.com/botpress/botpress;2016-11-16 21:57:59+00:00;2019-10-29 23:15:50+00:00;799;103.0;737.0;7731;9873.0;2019-10-29 01:28:48+00:00;12.2.0;220.0;The open-source Conversational Platform with built-in language..;105;26;;AGPL-3.0;504.0;;;1074.0;https://www.npmjs.com/package/botpress;168.0;1074.0;;;;;;False;2;;;;;336.0;;;;;;;;;;
60;Visdom;facebookresearch/visdom;;visdom;;;;;;;data-viz;https://github.com/facebookresearch/visdom;https://github.com/facebookresearch/visdom;2017-01-25 17:59:45+00:00;2019-09-30 19:25:07+00:00;795;59.0;384.0;6654;288.0;2019-09-13 15:31:57+00:00;0.1.8.9;26.0;A flexible tool for creating, organizing, and sharing visualizations..;94;26;https://pypi.org/project/visdom;CC-BY-NC-4.0;1826.0;408.0;32828.0;32828.0;;;;;;;;;False;2;;;;;1418.0;;;;;;;;;;
61;bert-as-service;hanxiao/bert-as-service;;bert-serving-server;;;;;;;ml-applications;https://github.com/hanxiao/bert-as-service;https://github.com/hanxiao/bert-as-service;2018-11-12 10:48:50+00:00;2019-10-17 10:43:36+00:00;1122;146.0;209.0;5820;1594.0;2019-05-15 09:51:19+00:00;1.9.1;50.0;Mapping a variable-length sentence to a fixed-length vector using..;32;26;https://pypi.org/project/bert-serving-server;MIT;3.0;3.0;11817.0;11817.0;;;;;;;;;True;1;;;;;;;;;;;;;;;
62;nteract;nteract/nteract;;nteract_on_jupyter;;;;;;;dev-environments;https://github.com/nteract/nteract;https://github.com/nteract/nteract;2015-06-15 23:21:49+00:00;2019-10-30 00:02:58+00:00;435;281.0;1111.0;4490;9308.0;2019-09-10 02:58:36+00:00;0.15.0;53.0;The interactive computing suite for you!.;128;26;https://pypi.org/project/nteract_on_jupyter;BSD-3-Clause;5.0;5.0;3271.0;19332.0;;;;;;;;;True;2;;;;;;;;;658507.0;;;;;;
63;Chronograf;influxdata/chronograf;chronograf;;;;;;;;data-viz;https://github.com/influxdata/chronograf;https://github.com/influxdata/chronograf;2016-08-24 23:28:56+00:00;2019-10-21 19:59:31+00:00;195;618.0;2948.0;1169;12333.0;2019-08-20 22:03:48+00:00;1.7.13;77.0;Open source monitoring and visualization UI for the TICK stack.;75;26;;AGPL-3.0;;;;1585362.0;;;;;;https://hub.docker.com/r/_/chronograf;169.0;60243788.0;False;2;;;github.com/influxdata/chronograf;;;;;;;;;;;;
64;DBeaver;dbeaver/dbeaver;;;;;;;;;db-gui;https://github.com/dbeaver/dbeaver;https://github.com/dbeaver/dbeaver;2015-10-21 08:26:28+00:00;2019-10-29 20:00:23+00:00;944;1385.0;5125.0;10886;11037.0;2019-10-20 20:16:51+00:00;6.2.3;90.0;Free universal database tool and SQL client.;137;25;;Apache-2.0;;;;6577.0;;;;;;;;;True;2;;;;;;;;;315735.0;;;;;;
65;File Browser;filebrowser/filebrowser;filebrowser/filebrowser;;;;;;;;others;https://github.com/filebrowser/filebrowser;https://github.com/filebrowser/filebrowser;2015-09-11 21:21:58+00:00;2019-10-28 11:15:22+00:00;725;113.0;526.0;5996;1910.0;2019-10-18 14:58:31+00:00;2.0.15;10.0;Web File Browser which can be used as a middleware or standalone app.;71;25;;Apache-2.0;;;;182034.0;;;;;;https://hub.docker.com/r/filebrowser/filebrowser;57.0;8692771.0;True;2;;;;;;;;;23159.0;;;;;;
66;Fn;fnproject/fn;fnproject/fnserver;;;banzaicloud-stable/fn;fn;;;;faas;https://github.com/fnproject/fn;https://github.com/fnproject/fn;2017-07-18 23:22:46+00:00;2019-10-30 00:03:52+00:00;311;121.0;507.0;4292;3377.0;2017-07-26 23:53:11+00:00;0.3.25;5.0;The container native, cloud agnostic serverless platform.;202;25;;Apache-2.0;;;;96846.0;;;;;;https://hub.docker.com/r/fnproject/fnserver;4.0;2614821.0;True;2;;;;;;;;;53.0;;;;;;
67;Pachyderm;pachyderm/pachyderm;pachyderm/pachd;python-pachyderm;;;;;;;ml-platforms;https://github.com/pachyderm/pachyderm;https://github.com/pachyderm/pachyderm;2014-09-04 07:50:02+00:00;2019-10-29 23:24:32+00:00;386;488.0;1695.0;4013;15371.0;2019-10-29 20:08:59+00:00;1.9.8;100.0;Reproducible Data Science at Scale!.;103;25;https://pypi.org/project/python-pachyderm;Apache-2.0;2.0;2.0;1510.0;22877.0;;;;;;https://hub.docker.com/r/pachyderm/pachd;2.0;1241913.0;True;3;;;;;;;;;31273.0;;;;;;
68;Gephi;gephi/gephi;;;;;;;;org.gephi:project-api;data-viz;https://github.com/gephi/gephi;https://github.com/gephi/gephi;2011-10-22 03:14:46+00:00;2019-08-09 09:10:51+00:00;1317;466.0;1566.0;3525;4618.0;2017-09-24 20:34:33+00:00;0.9.2;12.0;Gephi - The Open Graph Viz Platform.;81;25;;GPL-3.0;29.0;;;36431.0;;;;https://search.maven.org/artifact/org.gephi/project-api;12.0;;;;False;3;;;;;17.0;;;;1675834.0;;;;;;
69;plaidML;plaidml/plaidml;;plaidml-keras;;;;;;;accelerators;https://github.com/plaidml/plaidml;https://github.com/plaidml/plaidml;2017-08-15 01:43:24+00:00;2019-10-30 00:30:47+00:00;230;104.0;220.0;2595;1046.0;2019-08-06 18:35:08+00:00;0.6.4;31.0;PlaidML is a framework for making deep learning work everywhere.;37;25;https://pypi.org/project/plaidml-keras;Apache-2.0;10.0;10.0;37040.0;37048.0;;;;;;;;;True;2;;;;;;;;;198.0;;;;;;
70;Polyaxon;polyaxon/polyaxon;polyaxon/polyaxon-api;polyaxon-cli;;;;;;;ml-platforms;https://github.com/polyaxon/polyaxon;https://github.com/polyaxon/polyaxon;2016-12-26 12:48:47+00:00;2019-10-28 17:21:33+00:00;203;115.0;322.0;2199;7750.0;2019-08-15 20:17:35+00:00;0.5.6;63.0;A platform for reproducible and scalable machine learning and deep..;56;25;https://pypi.org/project/polyaxon-cli;Apache-2.0;;;248415.0;283577.0;;;;;;https://hub.docker.com/r/polyaxon/polyaxon-api;;1195540.0;True;3;;;;;;;;;;;;;;;
71;Seldon;SeldonIO/seldon-core;seldonio/seldon-core-operator;seldon-core;;;;;;;model-deployment;https://github.com/SeldonIO/seldon-core;https://github.com/SeldonIO/seldon-core;2017-12-20 14:51:54+00:00;2019-10-29 23:29:28+00:00;246;102.0;443.0;1211;3094.0;2019-09-19 14:26:06+00:00;0.4.1;21.0;Machine Learning Deployment for Kubernetes.;60;25;https://pypi.org/project/seldon-core;Apache-2.0;7.0;7.0;4129.0;31262.0;;;;;;https://hub.docker.com/r/seldonio/seldon-core-operator;;596945.0;True;2;;;;;;;;;;;;;;;
72;Kubeflow Pipelines;kubeflow/pipelines;;kfp;;;;;;;pipelines;https://github.com/kubeflow/pipelines;https://github.com/kubeflow/pipelines;2018-05-12 00:31:47+00:00;2019-10-29 17:36:51+00:00;344;349.0;597.0;1190;1493.0;2019-10-18 21:45:41+00:00;0.1.32;34.0;Machine Learning Pipelines for Kubeflow.;89;25;https://pypi.org/project/kfp;Apache-2.0;4.0;4.0;11652.0;11652.0;;;;;;;;;True;2;;;;;;;;;;;;;;;
73;Cayley;cayleygraph/cayley;cayleygraph/cayley;pyley;@cayleygraph/cayley;;cayley;timescaledb-postgresql-11;;;data-storage;https://github.com/cayleygraph/cayley;https://github.com/cayleygraph/cayley;2014-06-05 18:49:41+00:00;2019-10-28 17:50:19.953000+00:00;1144;93.0;369.0;12938;1464.0;2019-10-28 17:50:19.953000+00:00;1.1.2;15.0;An open-source graph database.;98;24;https://pypi.org/project/pyley;Apache-2.0;;;193.0;632.0;https://www.npmjs.com/package/@cayleygraph/cayley;;96.0;;;https://hub.docker.com/r/cayleygraph/cayley;4.0;395.0;True;3;;;;;;;;;21581.0;;;;;;cayley
74;Druid;apache/incubator-druid;apache/incubator-druid;;;incubator/druid;;;;;data-storage;https://github.com/apache/incubator-druid;https://github.com/apache/incubator-druid;2012-10-23 19:08:07+00:00;2019-10-30 00:30:05+00:00;2228;870.0;2239.0;8787;9846.0;2019-09-25 00:36:27+00:00;druid-0.16.0-incubating;35.0;Apache Druid (Incubating) - Column oriented distributed data store..;372;24;;Apache-2.0;;;;145.0;;;;;;https://hub.docker.com/r/apache/incubator-druid;5.0;12140.0;True;3;;;;;;;;;120.0;;;;;;
75;Portia;scrapinghub/portia;scrapinghub/portia;slybot;;;;;;;others;https://github.com/scrapinghub/portia;https://github.com/scrapinghub/portia;2014-03-21 14:24:31+00:00;2019-07-10 08:26:00.640998+00:00;1143;96.0;330.0;7363;2690.0;2017-06-28 13:32:43+00:00;0.13.1;24.0;Visual scraping for Scrapy.;50;24;https://pypi.org/project/slybot;BSD-3-Clause;15.0;7.0;243.0;5075.0;;;;;;https://hub.docker.com/r/scrapinghub/portia;23.0;323642.0;True;2;;;;;8.0;;;;109.0;;;;;;
76;pgweb;sosedoff/pgweb;sosedoff/pgweb;;;;pgweb;;;;db-gui;https://github.com/sosedoff/pgweb;https://github.com/sosedoff/pgweb;2014-10-09 01:41:32+00:00;2019-10-05 17:55:43.835186+00:00;414;43.0;219.0;6134;966.0;2019-10-05 17:53:24+00:00;0.11.4;35.0;Cross-platform client for PostgreSQL databases.;43;24;;MIT;;;;64479.0;;;;;;https://hub.docker.com/r/sosedoff/pgweb;21.0;3800423.0;True;2;;;;;;;;;68361.0;;;;;;
77;OpenWhisk;apache/openwhisk;openwhisk/controller;;;;;;;;faas;https://github.com/apache/openwhisk;https://github.com/apache/openwhisk;2016-02-18 21:16:19+00:00;2019-10-30 00:43:35+00:00;832;467.0;1354.0;4319;2640.0;2018-10-31 11:51:11+00:00;0.9.0-incubating;1.0;Apache OpenWhisk is an open source serverless cloud platform.;184;24;;Apache-2.0;;;;104841.0;;;;;;https://hub.docker.com/r/openwhisk/controller;4.0;4612848.0;True;2;;;;;;;;;52.0;;;;;;
78;DIGITS;NVIDIA/DIGITS;nvidia/digits;;;;;;;;dev-environments;https://github.com/NVIDIA/DIGITS;https://github.com/NVIDIA/DIGITS;2015-03-17 16:00:20+00:00;2019-10-04 00:50:28+00:00;1320;569.0;880.0;3885;1611.0;2018-04-10 17:02:37+00:00;6.1.1;21.0;Deep Learning GPU Training System.;48;24;;BSD-3-Clause;;;;13253.0;;;;;;https://hub.docker.com/r/nvidia/digits;65.0;728934.0;True;3;;;;;;;;;;;;;;;
79;Hue;cloudera/hue;gethue/hue;;;hue/hue;;;;;business-intelligence;https://github.com/cloudera/hue;https://github.com/cloudera/hue;2010-06-21 19:46:51+00:00;2019-10-29 22:04:27+00:00;1477;203.0;502.0;3852;16806.0;;;;Open source SQL Query Assistant for Databases/Warehouses.;224;24;;Apache-2.0;3.0;;;4848.0;;;;;;https://hub.docker.com/r/gethue/hue;56.0;543078.0;True;3;;;;;3.0;;;;;;https://docs.gethue.com/;;;;
80;Labelme;wkentaro/labelme;wkentaro/labelme;labelme;;;;labelme;;;data-labeling;https://github.com/wkentaro/labelme;https://github.com/wkentaro/labelme;2016-05-09 12:30:26+00:00;2019-10-28 03:24:09+00:00;1122;38.0;264.0;3469;954.0;2019-08-23 18:42:26+00:00;3.16.4;121.0;Image Polygonal Annotation with Python (polygon, rectangle, circle,..;29;24;https://pypi.org/project/labelme;GPL-3.0;41.0;5.0;6818.0;7134.0;;;;;;https://hub.docker.com/r/wkentaro/labelme;2.0;872.0;False;1;;;;;36.0;;;;5324.0;;;;;;
81;mkl-dnn;intel/mkl-dnn;;;;;;;;;accelerators;https://github.com/intel/mkl-dnn;https://github.com/intel/mkl-dnn;2016-05-09 23:26:42+00:00;2019-10-29 17:55:11+00:00;405;18.0;480.0;1670;3887.0;2019-10-24 22:42:58+00:00;1.0.4;47.0;Deep Neural Network Library (DNNL).;104;24;;Apache-2.0;0.0;;;46656.0;;;;;;;;;True;2;;mkl;;https://anaconda.org/anaconda/mkl;;;;0.0;1772936.0;;;;;;
82;OpenPAI;Microsoft/pai;;paicli;;;;;;;model-deployment;https://github.com/microsoft/pai;https://github.com/microsoft/pai;2017-09-25 11:24:51+00:00;2019-10-29 08:32:18+00:00;328;203.0;1113.0;1377;3629.0;2019-07-23 11:13:52+00:00;0.14.0;15.0;Resource scheduling and cluster management for AI.;80;24;https://pypi.org/project/paicli;MIT;;;15629.0;15629.0;;;;;;;;;True;2;;;;;;;;;;;;;;;
83;Genie;Netflix/genie;netflixoss/genie-app;nflx-genie-client;;;;;;com.netflix.genie:genie-common;pipelines;https://github.com/Netflix/genie;https://github.com/Netflix/genie;2013-06-20 20:35:56+00:00;2019-10-29 17:13:00+00:00;283;2.0;157.0;1226;2651.0;2019-04-24 18:55:45+00:00;3.3.21;96.0;Distributed Big Data Orchestration Service.;29;24;https://pypi.org/project/nflx-genie-client;Apache-2.0;5.0;5.0;49579.0;49670.0;;;;https://search.maven.org/artifact/com.netflix.genie/genie-common;0.0;https://hub.docker.com/r/netflixoss/genie-app;3.0;6950.0;True;2;;;;;;;;;;;;;;;
84;MLeap;combust/mleap;combustml/mleap-serving;mleap;;;;;;ml.combust.mleap:mleap-base_2.11;model-deployment;https://github.com/combust/mleap;https://github.com/combust/mleap;2016-08-23 03:51:03+00:00;2019-10-28 10:45:25.731230+00:00;228;82.0;236.0;939;532.0;;;18.0;MLeap: Deploy Spark Pipelines to Production.;50;24;https://pypi.org/project/mleap;Apache-2.0;63.0;2.0;247889.0;248235.0;;;;https://search.maven.org/artifact/ml.combust.mleap/mleap-base_2.11;0.0;https://hub.docker.com/r/combustml/mleap-serving;5.0;13162.0;True;2;;;;;61.0;;;;;;;;;;
85;StreamSets Data Collector;streamsets/datacollector;streamsets/datacollector;streamsets;;;;;;com.streamsets:streamsets-datacollector;pipelines;https://github.com/streamsets/datacollector;https://github.com/streamsets/datacollector;2015-09-09 22:43:02+00:00;2019-10-30 00:22:01.784141+00:00;435;17.0;;893;9339.0;2019-06-27 21:24:41+00:00;3.6.0;47.0;StreamSets Data Collector - Continuous big data and cloud platform..;92;24;https://pypi.org/project/streamsets;Apache-2.0;2.0;;432.0;30771.0;;;;https://search.maven.org/artifact/com.streamsets/streamsets-datacollector;2.0;https://hub.docker.com/r/streamsets/datacollector;52.0;1486619.0;True;2;;;;;;;;;;;;;;;
86;Sequel Pro;sequelpro/sequelpro;;;;;;;;;db-gui;https://github.com/sequelpro/sequelpro;https://github.com/sequelpro/sequelpro;2013-11-08 05:27:37+00:00;2019-10-13 11:56:28+00:00;618;998.0;2457.0;7108;4671.0;2016-04-03 01:17:37+00:00;release-1.1.2;11.0;MySQL/MariaDB database management for macOS.;41;23;;MIT;;;;73442.0;;;;;;;;;True;2;;;;;;;;;3819019.0;;;;;;
87;Kubeless;kubeless/kubeless;kubeless/function-controller;;;incubator/kubeless;;;;;faas;https://github.com/kubeless/kubeless;https://github.com/kubeless/kubeless;2016-11-16 09:03:03+00:00;2019-10-17 11:11:59.226295+00:00;521;146.0;408.0;5168;998.0;2019-10-16 13:15:38+00:00;1.0.5;42.0;Kubernetes Native Serverless Framework.;88;23;;Apache-2.0;;;;45235.0;;;;;;https://hub.docker.com/r/kubeless/function-controller;1.0;1469063.0;True;3;;;;;;;;;101132.0;;;;;;
88;Jupyter Docker Stacks;jupyter/docker-stacks;jupyter/scipy-notebook;;;;;;;;dev-environments;https://github.com/jupyter/docker-stacks;https://github.com/jupyter/docker-stacks;2015-07-15 15:30:00+00:00;2019-10-21 10:46:44+00:00;1719;61.0;432.0;4610;1172.0;;;;Ready-to-run Docker images containing Jupyter applications.;145;23;;BSD-3-Clause;;;;65440.0;;;;;;https://hub.docker.com/r/jupyter/scipy-notebook;191.0;3337465.0;True;3;;;;;;;;;;;;;;;
89;phpMyAdmin;phpmyadmin/phpmyadmin;;;;stable/phpmyadmin;;;;;db-gui;https://github.com/phpmyadmin/phpmyadmin;https://github.com/phpmyadmin/phpmyadmin;2012-01-19 13:21:52+00:00;2019-10-29 23:07:13+00:00;2473;501.0;11734.0;4529;116611.0;2019-09-21 04:00:07+00:00;RELEASE_4_9_1;100.0;A web interface for MySQL and MariaDB.;1643;23;;GPL-2.0;;;;;;;;;;;;;False;2;;;;;;;;;;;;;;;
90;Zeppelin;apache/zeppelin;apache/zeppelin;;;stable/zeppelin;;;;org.apache.zeppelin:zeppelin-server;dev-environments;https://github.com/apache/zeppelin;https://github.com/apache/zeppelin;2015-03-25 07:00:06+00:00;2019-10-29 14:34:56+00:00;2048;62.0;;4502;4208.0;;;;Web-based notebook that enables interactive data analytics.;378;23;;Apache-2.0;;;;14163.0;;;;;;https://hub.docker.com/r/apache/zeppelin;100.0;779003.0;True;3;;;;;;;;;;;;;;;
91;argo;argoproj/argo;argoproj/argoui;;;argo/argo;;;;;pipelines;https://github.com/argoproj/argo;https://github.com/argoproj/argo;2017-08-21 18:50:44+00:00;2019-10-29 16:35:27+00:00;561;234.0;793.0;3942;801.0;2019-10-21 19:06:52+00:00;2.4.2;20.0;Argo Workflows: Get stuff done with Kubernetes.;131;23;;Apache-2.0;;;;48254.0;;;;;;https://hub.docker.com/r/argoproj/argoui;1.0;1042529.0;True;3;;;;;;;;;187621.0;;;;;;
92;Heron;apache/incubator-heron;heron/heron;;;;heron;;;;data-processing;https://github.com/apache/incubator-heron;https://github.com/apache/incubator-heron;2015-09-25 16:09:24+00:00;2019-10-29 21:45:22+00:00;601;386.0;549.0;3412;3002.0;2019-06-27 00:41:22+00:00;0.20.1-incubating;44.0;Apache Heron (Incubating) is a realtime, distributed, fault-tolerant..;129;23;;Apache-2.0;;;;4156.0;;;;;;https://hub.docker.com/r/heron/heron;2.0;137467.0;True;3;;;;;;;;;58133.0;;;;;;
93;s3cmd;s3tools/s3cmd;;;;;;;;;others;https://github.com/s3tools/s3cmd;https://github.com/s3tools/s3cmd;2011-06-07 02:08:24+00:00;2019-08-04 08:07:27+00:00;737;286.0;407.0;3121;1654.0;2018-07-15 13:08:32+00:00;2.0.2;6.0;Official s3cmd repo -- Command line tool for managing Amazon S3 and..;175;23;;GPL-2.0;;;;47630.0;;;;;;;;;False;3;;;;;;;;;2619684.0;;;;;;
94;Cadence;uber/cadence;ubercadence/server;;;;;;;com.uber.cadence:cadence-client;pipelines;https://github.com/uber/cadence;https://github.com/uber/cadence;2017-02-21 16:10:18+00:00;2019-10-30 00:47:56+00:00;236;313.0;678.0;2956;1652.0;2019-10-18 22:13:10+00:00;0.9.5;40.0;Cadence is a distributed, scalable, durable, and highly available..;46;23;;MIT;1.0;;;6572.0;;;;https://search.maven.org/artifact/com.uber.cadence/cadence-client;1.0;https://hub.docker.com/r/ubercadence/server;2.0;202514.0;True;3;;;go.uber.org/cadence;;;;;;6842.0;;;;;;
95;CARTO;CartoDB/cartodb;sverhoeven/cartodb;;;;;;;;data-viz;https://github.com/CartoDB/cartodb;https://github.com/CartoDB/cartodb;2012-07-05 15:23:45+00:00;2019-10-29 18:05:50+00:00;563;359.0;8251.0;2294;72568.0;2018-03-01 10:07:06+00:00;4.11.59;47.0;Location Intelligence & Data Visualization tool.;172;23;;BSD-3-Clause;;;;123.0;;;;;;https://hub.docker.com/r/sverhoeven/cartodb;37.0;10754.0;True;3;;;;;;;;;;;https://cartodb.readthedocs.io/en/latest/;;;;
96;Dagster;dagster-io/dagster;;dagster;;;;;;;pipelines;https://github.com/dagster-io/dagster;https://github.com/dagster-io/dagster;2018-04-30 16:30:04+00:00;2019-10-30 00:47:57+00:00;71;238.0;724.0;949;2477.0;2019-05-08 20:04:54+00:00;0.4.3;59.0;A Python library for building data applications: ETL, ML, Data..;37;23;https://pypi.org/project/dagster;Apache-2.0;36.0;2.0;4871.0;4871.0;;;;;;;;;True;3;;;;;34.0;;;;;;;;;;
97;MXNet Model Server;awslabs/mxnet-model-server;awsdeeplearningteam/mxnet-model-server;mxnet-model-server;;;;;;;model-deployment;https://github.com/awslabs/mxnet-model-server;https://github.com/awslabs/mxnet-model-server;2017-10-04 23:41:07+00:00;2019-10-29 23:51:05+00:00;142;24.0;297.0;521;1135.0;2019-09-10 14:57:04+00:00;1.0.7;407.0;Model Server for Apache MXNet is a tool for serving neural net..;52;23;https://pypi.org/project/mxnet-model-server;Apache-2.0;11.0;1.0;3730.0;4968.0;;;;;;https://hub.docker.com/r/awsdeeplearningteam/mxnet-model-server;4.0;29733.0;True;2;;;;;10.0;;;;;;;;;;
98;Netron;lutzroeder/netron;;netron;;;netron;;;;model-viz;https://github.com/lutzroeder/netron;https://github.com/lutzroeder/netron;2010-12-26 12:53:43+00:00;2019-10-29 05:29:53+00:00;818;18.0;318.0;6727;2232.0;2019-10-27 02:07:30+00:00;3.4.8;241.0;Visualizer for neural network, deep learning and machine learning..;2;22;https://pypi.org/project/netron;MIT;2.0;2.0;1294.0;33653.0;;;;;;;;;True;1;;;;;;;;;32359.0;;;;;;
99;elasticsearch-head;mobz/elasticsearch-head;mobz/elasticsearch-head;;;;;;;;db-gui;https://github.com/mobz/elasticsearch-head;https://github.com/mobz/elasticsearch-head;2011-06-16 00:49:07+00:00;2019-09-24 03:32:06+00:00;1385;156.0;158.0;6535;597.0;2018-04-10 12:30:16+00:00;5.0.0;1.0;A web front end for an elastic search cluster.;68;22;;Apache-2.0;;;;13792.0;;;;;;https://hub.docker.com/r/mobz/elasticsearch-head;50.0;1379250.0;True;2;;;;;;;;;;;;;;;
100;Dejavu;appbaseio/dejavu;appbaseio/dejavu;;;;;;;;db-gui;https://github.com/appbaseio/dejavu;https://github.com/appbaseio/dejavu;2016-02-03 17:48:09+00:00;2019-10-28 13:11:48.981707+00:00;369;31.0;252.0;6303;642.0;2019-07-17 04:11:02+00:00;3.4.0;51.0;The Missing Web UI for Elasticsearch: Import, browse and edit data..;18;22;;MIT;;;;21649.0;;;;;;https://hub.docker.com/r/appbaseio/dejavu;23.0;952568.0;True;2;;;;;;;;;;;;;;;
101;Azure Data Studio;microsoft/azuredatastudio;;;;;;;;;business-intelligence;https://github.com/microsoft/azuredatastudio;https://github.com/microsoft/azuredatastudio;2017-11-02 01:00:13+00:00;2019-10-30 00:41:13+00:00;429;1776.0;3179.0;5369;2800.0;2019-10-11 05:58:57+00:00;1.12.2;73.0;Azure Data Studio is a data management tool that enables working..;92;22;;Custom EULA;;;;7373.0;;;;;;;;;False;3;;;;;;;;;162214.0;;;;;;
102;Fission;fission/fission;;;;;;;;;faas;https://github.com/fission/fission;https://github.com/fission/fission;2016-08-19 03:43:56+00:00;2019-10-29 23:34:13+00:00;420;250.0;428.0;4717;995.0;2019-10-10 18:45:30+00:00;1.6.0;34.0;Fast and Simple Serverless Functions for Kubernetes.;95;22;;Apache-2.0;;;;1550.0;;;;;;;;;True;3;;;;;;;;;43405.0;;;;;;
103;Vespa;vespa-engine/vespa;vespaengine/vespa;;;;;;;;data-processing;https://github.com/vespa-engine/vespa;https://github.com/vespa-engine/vespa;2016-06-03 20:54:20+00:00;2019-10-29 21:48:35+00:00;355;90.0;202.0;2984;32001.0;;;;Vespa is an engine for low-latency computation over large data sets.;86;22;;Apache-2.0;1.0;;;11971.0;;;;;;https://hub.docker.com/r/vespaengine/vespa;5.0;478853.0;True;3;;;;;1.0;;;;;;;;;;
104;Flume;apache/flume;;;;;;;;org.apache.flume:flume-ng-sdk;data-processing;https://github.com/apache/flume;https://github.com/apache/flume;2011-08-12 18:20:14+00:00;2019-10-24 12:37:35+00:00;1245;77.0;;1822;;2017-09-15 12:57:25+00:00;1.8.0;85.0;Service for efficiently collecting, aggregating, and moving large..;67;22;;Apache-2.0;1530.0;;;;;;;https://search.maven.org/artifact/org.apache.flume/flume-ng-sdk;1418.0;;;;True;3;;;;;112.0;;;;;;;;;;
105;Mahout;apache/mahout;;;;;;;;org.apache.mahout:mahout-math-scala_2.10;others;https://github.com/apache/mahout;https://github.com/apache/mahout;2014-05-23 07:00:07+00:00;2019-10-28 22:58:32+00:00;913;25.0;;1727;4115.0;2017-04-15 05:14:47+00:00;0.13.0;13.0;Powerful, scalable machine-learning library that runs on top of..;57;22;;Apache-2.0;62.0;;;;;;;https://search.maven.org/artifact/org.apache.mahout/mahout-math-scala_2.10;7.0;;;;True;3;;;;;55.0;;;;;;;;;;
106;nGraph;NervanaSystems/ngraph;;ngraph-core;;;;;;;accelerators;https://github.com/NervanaSystems/ngraph;https://github.com/NervanaSystems/ngraph;2017-07-25 02:02:38+00:00;2019-10-29 23:41:37+00:00;156;94.0;150.0;1104;4738.0;2019-10-12 14:39:41+00:00;0.26.0;100.0;nGraph - open source C++ library, compiler and runtime for Deep..;84;22;https://pypi.org/project/ngraph-core;Apache-2.0;1.0;;336.0;336.0;;;;;;;;;True;3;;;;;1.0;;;;;;;;;;
107;Oozie;apache/oozie;;;;;;;;org.apache.oozie:oozie-client;pipelines;https://github.com/apache/oozie;https://github.com/apache/oozie;2011-09-14 07:00:10+00:00;2019-10-29 09:31:11+00:00;375;29.0;;524;2331.0;2016-12-02 09:41:44+00:00;4.3.0;78.0;Server-based workflow scheduling system to manage Hadoop jobs.;36;22;;Apache-2.0;416.0;;;;;;;https://search.maven.org/artifact/org.apache.oozie/oozie-client;174.0;;;;True;3;;;;;242.0;;;;;;;;;;
108;Redis Desktop Manager;uglide/RedisDesktopManager;;;;;;;;;db-gui;https://github.com/uglide/RedisDesktopManager;https://github.com/uglide/RedisDesktopManager;2013-08-05 07:51:08+00:00;2019-10-25 11:07:19+00:00;2374;37.0;4204.0;14179;;2019-10-17 07:29:26+00:00;2019.4;58.0;Cross-platform GUI management tool for Redis.;69;21;;GPL-3.0;;;;20119.0;;;;;;;;;False;3;;;;;;;;;1468701.0;;;;;;
