,name,github_id,dockerhub_id,pypi_id,npm_id,helm_id,brew_id,apt_id,yum_id,maven_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,show,projectrank_placing,gem_id,conda_id,go_id,conda_url,conda_latest_release_published_at,github_dependent_project_count,pkg_id,cran_id,conda_dependent_project_count,github_release_downloads,zypper_id,yarn_id,docs_url,nuget_id,snap_id,dotnet_id,cargo_id,gitlab_id
0,Elasticsearch,elastic/elasticsearch,elasticsearch,elasticsearch,elasticsearch,elastic/elasticsearch,elasticsearch,elasticsearch,elasticsearch,org.elasticsearch.client:transport,data-storage,https://github.com/elastic/elasticsearch,https://github.com/elastic/elasticsearch,2010-02-08 13:20:56+00:00,2019-11-08 18:10:47+00:00,2019-11-08 05:01:54+00:00,15264,2220.0,19697.0,49246,49115.0,2019-10-31 18:39:17.622000+00:00,16.5.0,125.0,"Open Source, Distributed, RESTful Search Engine.",1489.0,40,https://pypi.org/project/elasticsearch,Apache-2.0,2019-10-01 20:27:06+00:00,20018.0,10040.0,3291774.0,7245096.0,https://www.npmjs.com/package/elasticsearch,2019-10-31 18:39:17.622000+00:00,7764.0,1200913.0,https://search.maven.org/artifact/org.elasticsearch.client/transport,2019-09-06 00:00:00+00:00,2214.0,https://hub.docker.com/r/_/elasticsearch,2019-11-01 06:33:31.759433+00:00,3958.0,322031933.0,True,1,,,,,,,,,,,,,,,,,,
1,MongoDB,mongodb/mongo,mongo,pymongo,mongodb,incubator/mongodb,,,,org.mongodb:mongodb-driver-sync,data-storage,https://github.com/mongodb/mongo,https://github.com/mongodb/mongo,2009-01-15 16:15:18+00:00,2019-11-08 18:32:43+00:00,2019-11-08 18:29:38+00:00,4243,41.0,,23312,49013.0,2019-10-16 13:30:28.734000+00:00,3.3.3,342.0,The MongoDB Database.,648.0,38,https://pypi.org/project/pymongo,SSPL,2019-08-14 01:09:02+00:00,242270.0,32876.0,5076384.0,20698267.0,https://www.npmjs.com/package/mongodb,2019-11-06 12:55:20.034000+00:00,209314.0,5855488.0,https://search.maven.org/artifact/org.mongodb/mongodb-driver-sync,2018-11-07 12:19:30+00:00,80.0,https://hub.docker.com/r/_/mongo,2019-11-05 05:08:25.301438+00:00,6325.0,1269631395.0,True,1,redis,mongodb,go.mongodb.org/mongo-driver,https://anaconda.org/anaconda/mongodb,2018-11-02 16:49:05+00:00,,,,,,,,,,,,,
2,PostgreSQL,postgres/postgres,postgres,psycopg2,pg,stable/postgresql,,,,org.postgresql:postgresql,data-storage,https://github.com/postgres/postgres,https://github.com/postgres/postgres,2010-09-21 11:35:45+00:00,2019-11-08 18:52:27+00:00,2019-11-08 18:44:20+00:00,1970,,,15010,48032.0,2019-08-09 21:03:44.439000+00:00,7.12.1,206.0,Object-relational database that supports an extended subset of the..,50.0,38,https://pypi.org/project/psycopg2,PostgreSQL,2019-04-14 17:20:39+00:00,239976.0,115118.0,5874336.0,24993846.0,https://www.npmjs.com/package/pg,2019-08-09 21:03:44.439000+00:00,83944.0,4159972.0,https://search.maven.org/artifact/org.postgresql/postgresql,2018-03-15 16:42:42+00:00,40914.0,https://hub.docker.com/r/_/postgres,2019-10-22 02:09:59.103836+00:00,7168.0,1645549272.0,True,1,,,github.com/lib/pq,,,,,,,,,,,,,,,
3,Visual Studio Code,microsoft/vscode,,,monaco-editor-core,,,,,,dev-environments,https://github.com/microsoft/vscode,https://github.com/microsoft/vscode,2015-09-03 20:23:38+00:00,2019-11-08 19:04:19+00:00,2019-11-08 19:03:49+00:00,12630,3790.0,73466.0,85781,56936.0,2019-10-24 12:52:12+00:00,1.39.2,59.0,Visual Studio Code.,1218.0,36,,MIT,,961.0,,,14902.0,https://www.npmjs.com/package/monaco-editor-core,2019-09-19 07:02:14.098000+00:00,454.0,14902.0,,,,,,,,True,1,,,,,,507.0,,,,,,,,,,,,
4,Redis,antirez/redis,redis,redis,redis,bitnami/redis,,,,redis.clients:jedis,data-storage,https://github.com/antirez/redis,https://github.com/antirez/redis,2009-03-21 22:32:25+00:00,2019-11-08 11:22:01+00:00,2019-11-06 16:44:42+00:00,15420,2439.0,2221.0,47055,,2019-08-19 19:39:45+00:00,3.3.8,100.0,Redis is an in-memory database that persists on disk. The data model..,389.0,36,https://pypi.org/project/redis,BSD-3-Clause,2019-08-19 19:39:45+00:00,159558.0,45870.0,6133488.0,21707915.0,https://www.npmjs.com/package/redis,2017-08-08 05:17:41.993000+00:00,79118.0,5438303.0,https://search.maven.org/artifact/redis.clients/jedis,2018-12-02 09:41:54+00:00,34570.0,https://hub.docker.com/r/_/redis,2019-10-22 04:06:46.022145+00:00,7504.0,1297423929.0,True,1,redis,redis,github.com/prometheus/client_golang/prometheus,https://anaconda.org/anaconda/redis,2019-01-24 01:04:27+00:00,,,,,,,,,,,,,
5,Spark,apache/spark,bde2020/spark-master,pyspark,,stable/spark,,,,org.apache.spark:spark-catalyst_2.11,data-processing,https://github.com/apache/spark,https://github.com/apache/spark,2014-02-25 08:00:08+00:00,2019-11-08 18:59:27+00:00,2019-11-08 17:33:07+00:00,20455,492.0,,24187,25657.0,2019-05-07 06:56:31+00:00,2.4.3,33.0,"Unified analytics engine for big data processing, with built-in..",2146.0,36,https://pypi.org/project/pyspark,Apache-2.0,2019-05-07 06:56:31+00:00,995.0,650.0,2359786.0,2361825.0,,,,,https://search.maven.org/artifact/org.apache.spark/spark-catalyst_2.11,2018-10-29 07:58:18+00:00,102.0,https://hub.docker.com/r/bde2020/spark-master,2019-09-30 13:16:50.819558+00:00,31.0,140755.0,True,1,,,,,,243.0,,,,,,,,,,,,
6,InfluxDB,influxdata/influxdb,influxdb,influxdb,influx,stable/influxdb,influxdb,influxdb,influxdb,org.influxdb:influxdb-java,data-storage,https://github.com/influxdata/influxdb,https://github.com/influxdata/influxdb,2013-09-26 14:31:10+00:00,2019-11-08 19:10:35+00:00,2019-11-08 18:07:42+00:00,2462,576.0,8262.0,18585,31622.0,2019-10-31 14:57:30.850000+00:00,5.5.0,52.0,"Scalable datastore for metrics, events, and real-time analytics.",465.0,36,https://pypi.org/project/influxdb,MIT,2019-08-26 17:32:03+00:00,3804.0,1902.0,732762.0,5573077.0,https://www.npmjs.com/package/influx,2019-10-31 14:57:30.850000+00:00,946.0,158971.0,https://search.maven.org/artifact/org.influxdb/influxdb-java,2018-09-12 11:27:49+00:00,956.0,https://hub.docker.com/r/_/influxdb,2019-10-18 02:22:41.952914+00:00,852.0,346419475.0,True,1,,,,,,,influxdb,influxdbr,,,,,,,,,,
7,Cython,cython/cython,,Cython,,,,,,,accelerators,https://github.com/cython/cython,https://github.com/cython/cython,2010-11-21 07:44:20+00:00,2019-11-08 08:23:57+00:00,2019-11-08 08:23:53+00:00,906,700.0,1331.0,4645,15209.0,2019-11-01 19:46:26+00:00,0.29.14,89.0,The most widely used Python to C compiler.,364.0,36,https://pypi.org/project/Cython,Apache-2.0,2019-11-01 19:46:26+00:00,62869.0,25752.0,3897817.0,3897817.0,,,,,,,,,,,,True,1,,cython,,https://anaconda.org/anaconda/cython,2019-08-16 12:51:15+00:00,37117.0,,,0.0,,,,,,,,,
8,Prometheus,prometheus/prometheus,prom/prometheus,prometheus_client,,stable/prometheus,,,,io.prometheus:simpleclient,data-storage,https://github.com/prometheus/prometheus,https://github.com/prometheus/prometheus,2012-11-24 11:14:12+00:00,2019-11-08 17:29:47+00:00,2019-11-07 16:26:45+00:00,4024,483.0,2603.0,28307,7194.0,2019-10-17 18:40:53+00:00,2.13.1,100.0,The Prometheus monitoring system and time series database.,456.0,35,https://pypi.org/project/prometheus_client,Apache-2.0,2019-06-20 13:35:09+00:00,2226.0,1174.0,3175927.0,8434160.0,,,,,https://search.maven.org/artifact/io.prometheus/simpleclient,2018-07-30 09:37:56+00:00,1052.0,https://hub.docker.com/r/prom/prometheus,2019-11-07 18:28:05.089535+00:00,872.0,420299855.0,True,2,prometheus-client,conda-forge/prometheus_client,github.com/prometheus/client_golang/prometheus,https://anaconda.org/conda-forge/prometheus_client,,,,,,11205225.0,,,,,,,,
9,JupyterLab,jupyterlab/jupyterlab,,jupyterlab,,,,,,,dev-environments,https://github.com/jupyterlab/jupyterlab,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17+00:00,2019-11-08 19:10:28+00:00,2019-11-08 04:53:00+00:00,1407,1263.0,2916.0,9023,17175.0,2019-11-02 17:12:02+00:00,1.2.1,229.0,JupyterLab computational environment.,298.0,35,https://pypi.org/project/jupyterlab,BSD-3-Clause,2019-11-02 17:12:02+00:00,12544.0,1932.0,350003.0,350003.0,,,,,,,,,,,,True,1,,,,,,10612.0,,,,,,,,,,,,
10,Jupyter,jupyter/notebook,jupyter/datascience-notebook,jupyter,,,,,,,dev-environments,https://github.com/jupyter/notebook,https://github.com/jupyter/notebook,2015-04-09 06:58:03+00:00,2019-11-08 17:37:43+00:00,2019-11-04 23:09:34+00:00,2693,1674.0,1812.0,7027,11596.0,2018-11-05 02:14:50+00:00,5.6.0,14.0,Jupyter Interactive Notebook.,459.0,35,https://pypi.org/project/jupyter,BSD-3-Clause,2015-08-12 00:42:58+00:00,54518.0,12938.0,1879281.0,1993286.0,,,,,,,,https://hub.docker.com/r/jupyter/datascience-notebook,2019-09-11 14:25:54.452683+00:00,553.0,6270282.0,True,1,,,,,,41580.0,,,,,,,,,,,,
11,MySQL,mysql/mysql-server,mysql,mysqlclient,mysql,stable/mysql,mysql,mysql-server,,mysql:mysql-connector-java,data-storage,https://github.com/mysql/mysql-server,https://github.com/mysql/mysql-server,2014-09-26 09:31:03+00:00,2019-10-31 11:50:35+00:00,2019-09-20 08:29:23+00:00,1995,,,23157,,2019-09-24 20:15:59+00:00,8.0.17,70.0,"MySQL Server, the world's most popular open source database, and..",560.0,34,https://pypi.org/project/mysqlclient,GPL-2.0,2019-08-11 15:37:21+00:00,331349.0,6247.0,2200070.0,23953065.0,https://www.npmjs.com/package/mysql,2019-04-18 20:47:06.061000+00:00,83998.0,2278660.0,https://search.maven.org/artifact/mysql/mysql-connector-java,2018-09-27 09:18:47+00:00,241104.0,https://hub.docker.com/r/_/mysql,2019-10-17 06:03:26.958304+00:00,8784.0,1207408781.0,False,2,,mysql-connector-python,github.com/go-sql-driver/mysql,https://anaconda.org/anaconda/mysql-connector-python,2019-09-24 20:15:59+00:00,,,,,,,,,,,,,
12,Minio,minio/minio,minio/minio,minio,minio,bitnami/minio,minio/stable/minio,,,io.minio:minio,data-storage,https://github.com/minio/minio,https://github.com/minio/minio,2015-01-14 19:23:58+00:00,2019-11-08 19:10:52.734522+00:00,2019-11-08 06:29:20+00:00,1821,128.0,3473.0,19061,6136.0,2019-10-29 02:41:15+00:00,5.0.4,100.0,MinIO is a high performance object storage server compatible with..,197.0,34,https://pypi.org/project/minio,Apache-2.0,2019-10-29 02:41:15+00:00,736.0,288.0,120987.0,5021979.0,https://www.npmjs.com/package/minio,2019-08-14 18:08:37.332000+00:00,250.0,112376.0,https://search.maven.org/artifact/io.minio/minio,2019-09-11 00:00:00+00:00,198.0,https://hub.docker.com/r/minio/minio,2019-11-08 19:10:52.734522+00:00,273.0,277739772.0,True,2,,conda-forge/minio,github.com/minio/minio-go/v6,https://anaconda.org/conda-forge/minio,,,minio,,,,,,,,,,,
13,Neo4j,neo4j/neo4j,neo4j,neo4j,neo4j-driver,,,neo4j,neo4j,org.neo4j:neo4j,data-storage,https://github.com/neo4j/neo4j,https://github.com/neo4j/neo4j,2012-11-12 08:46:15+00:00,2019-11-08 11:10:39+00:00,2019-11-08 09:55:47+00:00,1692,235.0,2418.0,7792,31427.0,2019-10-04 16:11:13+00:00,1.7.5,257.0,Graphs for Everyone.,259.0,34,https://pypi.org/project/neo4j,GPL-3.0,2019-10-04 16:11:13+00:00,4275.0,30.0,67386.0,886589.0,https://www.npmjs.com/package/neo4j-driver,2019-11-04 11:15:04.570000+00:00,898.0,87199.0,https://search.maven.org/artifact/org.neo4j/neo4j,2018-11-26 13:18:02+00:00,2788.0,https://hub.docker.com/r/_/neo4j,2019-11-01 23:44:58.678814+00:00,727.0,61488375.0,True,2,,,github.com/neo4j/neo4j-go-driver/neo4j,,,559.0,,,,,neo4j,,,,,,,
14,Arrow,apache/arrow,,pyarrow,apache-arrow,,apache-arrow,,,org.apache.arrow:arrow-vector,data-storage,https://github.com/apache/arrow,https://github.com/apache/arrow,2016-02-17 08:00:23+00:00,2019-11-08 19:08:09+00:00,2019-11-08 17:33:22+00:00,1172,72.0,414.0,4732,5397.0,2019-11-01 15:17:46.274000+00:00,0.15.1,23.0,Apache Arrow is a cross-language development platform for in-memory..,392.0,34,https://pypi.org/project/pyarrow,Apache-2.0,2019-11-01 14:52:42+00:00,1025.0,804.0,4948306.0,4951589.0,https://www.npmjs.com/package/apache-arrow,2019-11-01 15:17:46.274000+00:00,22.0,3283.0,https://search.maven.org/artifact/org.apache.arrow/arrow-vector,2019-09-30 00:00:00+00:00,196.0,,,,,True,2,,conda-forge/pyarrow,github.com/apache/arrow/go/arrow,https://anaconda.org/conda-forge/pyarrow,,3.0,,arrow,,,,apache-arrow,,,,,,
15,Numba,numba/numba,,numba,,,,,,,accelerators,https://github.com/numba/numba,https://github.com/numba/numba,2012-03-08 11:12:43+00:00,2019-11-08 04:04:12+00:00,2019-11-07 20:17:42+00:00,567,984.0,1712.0,4673,15162.0,2019-10-25 16:19:44+00:00,0.46.0,66.0,NumPy aware dynamic Python compiler using LLVM.,165.0,34,https://pypi.org/project/numba,BSD-2-Clause,2019-10-10 19:16:52+00:00,14739.0,2888.0,915131.0,915131.0,,,,,,,,,,,,True,1,,numba,,https://anaconda.org/anaconda/numba,2019-10-25 16:19:44+00:00,11851.0,,,0.0,,,,,,,,,
16,Solr,apache/lucene-solr,solr,pysolr,solr-client,incubator/solr,,,,org.apache.solr:solr-core,data-storage,https://github.com/apache/lucene-solr,https://github.com/apache/lucene-solr,2016-01-23 08:00:06+00:00,2019-11-08 17:26:35+00:00,2019-11-08 03:46:53+00:00,2048,188.0,,3758,32539.0,2018-10-03 23:53:29+00:00,3.8.1,133.0,Apache Lucene and Solr open-source search software.,212.0,34,https://pypi.org/project/pysolr,Apache-2.0,2018-10-03 23:53:29+00:00,8508.0,2294.0,73455.0,1308012.0,https://www.npmjs.com/package/solr-client,2017-05-19 10:08:55.780000+00:00,842.0,48825.0,https://search.maven.org/artifact/org.apache.solr/solr-core,2018-09-22 16:41:38+00:00,2652.0,https://hub.docker.com/r/_/solr,2019-10-19 08:02:41.697253+00:00,713.0,54543693.0,True,2,,,,,,2720.0,,,,,,,,,,,,
17,Grafana,grafana/grafana,grafana/grafana,,,,grafana,grafana,,,data-viz,https://github.com/grafana/grafana,https://github.com/grafana/grafana,2013-12-11 15:59:56+00:00,2019-11-08 19:11:30+00:00,2019-11-08 15:38:43+00:00,6191,2302.0,11769.0,33130,23116.0,2019-11-06 17:00:55+00:00,6.4.4,100.0,The tool for beautiful monitoring and metric analytics & dashboards..,1120.0,33,,Apache-2.0,,6.0,,,8222416.0,,,,,,,,https://hub.docker.com/r/grafana/grafana,2019-11-08 16:01:36.061230+00:00,1265.0,583791593.0,True,1,,,,,,6.0,,,,,,,,,,,,
18,etcd,etcd-io/etcd,bitnami/etcd,etcd3,etcd3,bitnami/etcd,,,,io.etcd:jetcd-core,data-storage,https://github.com/etcd-io/etcd,https://github.com/etcd-io/etcd,2013-07-06 21:57:21+00:00,2019-11-08 12:59:40.827554+00:00,2019-11-06 19:14:39+00:00,5740,523.0,4169.0,28102,15728.0,2019-10-23 17:58:35+00:00,3.4.3,100.0,Distributed reliable key-value store for the most critical data of a..,609.0,33,https://pypi.org/project/etcd3,Apache-2.0,2019-04-10 21:10:23+00:00,70.0,36.0,105236.0,682038.0,https://www.npmjs.com/package/etcd3,2019-07-03 19:31:01.247000+00:00,34.0,9644.0,,,,https://hub.docker.com/r/bitnami/etcd,2019-11-08 12:59:40.827554+00:00,20.0,2811183.0,True,2,,,go.etcd.io/etcd/client,,,,,,,20676592.0,,,,,,,,
19,LevelDB,google/leveldb,,plyvel,levelup,,,,,,data-storage,https://github.com/google/leveldb,https://github.com/google/leveldb,2014-08-27 21:17:52+00:00,2019-11-08 06:44:11+00:00,2019-11-08 06:44:08+00:00,4512,128.0,454.0,19184,311.0,2019-10-04 17:58:11.629000+00:00,4.3.2,103.0,LevelDB is a fast key-value storage library written at Google that..,46.0,33,https://pypi.org/project/plyvel,Apache-2.0,2018-07-17 17:30:14+00:00,15846.0,580.0,32045.0,897925.0,https://www.npmjs.com/package/levelup,2019-10-04 17:58:11.629000+00:00,15266.0,865880.0,,,,,,,,True,2,,,,,,,,,,,,,,,,,,
20,Airflow,apache/airflow,apache/airflow,apache-airflow,,stable/airflow,,,,,pipelines,https://github.com/apache/airflow,https://github.com/apache/airflow,2015-04-13 18:04:58+00:00,2019-11-08 19:03:37+00:00,2019-11-08 14:33:10+00:00,5456,329.0,,14584,7321.0,2019-09-04 10:35:13+00:00,1.10.5,31.0,"Platform to programmatically author, schedule, and monitor workflows.",1236.0,33,https://pypi.org/project/apache-airflow,Apache-2.0,2019-10-25 21:03:59+00:00,802.0,206.0,381505.0,386379.0,,,,,,,,https://hub.docker.com/r/apache/airflow,2019-11-08 16:56:36.002767+00:00,58.0,267874.0,True,1,,conda-forge/airflow,,https://anaconda.org/conda-forge/airflow,,596.0,,,,254.0,,,,,,,,
21,luigi,spotify/luigi,,luigi,,stable/luigi,,,,,pipelines,https://github.com/spotify/luigi,https://github.com/spotify/luigi,2012-09-20 15:06:38+00:00,2019-11-07 14:45:03+00:00,2019-11-01 21:47:03+00:00,2027,62.0,747.0,12431,3838.0,2019-09-24 20:24:06+00:00,2.8.9,63.0,Luigi is a Python module that helps you build complex pipelines of..,517.0,33,https://pypi.org/project/luigi,Apache-2.0,2019-08-27 08:21:25+00:00,1510.0,614.0,182193.0,182193.0,,,,,,,,,,,,True,1,,luigi,,https://anaconda.org/anaconda/luigi,2019-09-24 20:24:06+00:00,896.0,,,,,,,,,,,,
22,Flink,apache/flink,flink,,,,,,,org.apache.flink:flink-core,data-processing,https://github.com/apache/flink,https://github.com/apache/flink,2014-06-07 07:00:10+00:00,2019-11-08 17:52:50+00:00,2019-11-08 16:15:36+00:00,5840,465.0,,11063,18994.0,2019-02-11 15:46:14+00:00,1.7.2,65.0,Stream processing framework with powerful stream- and batch-..,857.0,33,,Apache-2.0,,587.0,,,656222.0,,,,,https://search.maven.org/artifact/org.apache.flink/flink-core,2019-02-11 15:46:14+00:00,484.0,https://hub.docker.com/r/_/flink,2019-10-29 01:00:53.859428+00:00,125.0,42654444.0,True,1,,,,,,103.0,,,,,,,,,,,,
23,Beam,apache/beam,,apache-beam,,,,,,org.apache.beam:beam-sdks-java-core,data-processing,https://github.com/apache/beam,https://github.com/apache/beam,2016-02-02 08:00:06+00:00,2019-11-08 19:09:19+00:00,2019-11-08 18:04:49+00:00,2126,135.0,,3470,23860.0,2019-10-07 21:00:22+00:00,2.16.0,19.0,Unified programming model to define and execute data processing..,697.0,33,https://pypi.org/project/apache-beam,Apache-2.0,2019-10-07 21:00:22+00:00,396.0,126.0,2212177.0,2212177.0,,,,,https://search.maven.org/artifact/org.apache.beam/beam-sdks-java-core,2019-02-06 19:31:40+00:00,270.0,,,,,True,1,,,,,,,,,,,,,,,,,,
24,Hazelcast,hazelcast/hazelcast,hazelcast/hazelcast,hazelcast-python-client,hazelcast-client,stable/hazelcast,,,,com.hazelcast:hazelcast,data-storage,https://github.com/hazelcast/hazelcast,https://github.com/hazelcast/hazelcast,2012-03-21 12:25:18+00:00,2019-11-08 18:24:12+00:00,2019-11-08 13:36:15+00:00,1179,827.0,5057.0,3465,29330.0,2019-11-07 09:32:21+00:00,4.0-BETA-1,181.0,Open Source In-Memory Data Grid.,243.0,33,https://pypi.org/project/hazelcast-python-client,Apache-2.0,2019-07-15 08:48:03+00:00,13844.0,1.0,9065.0,70463.0,https://www.npmjs.com/package/hazelcast-client,2019-05-06 14:18:03.051000+00:00,38.0,1945.0,https://search.maven.org/artifact/com.hazelcast/hazelcast,2019-02-23 10:40:06+00:00,4962.0,https://hub.docker.com/r/hazelcast/hazelcast,2019-11-05 14:44:35.728172+00:00,57.0,5469734.0,True,2,,,github.com/hazelcast/hazelcast-go-client,,,8843.0,,,,,,,,,,,,
25,HBase,apache/hbase,,happybase,,,,,,org.apache.hbase:hbase-client,data-storage,https://github.com/apache/hbase,https://github.com/apache/hbase,2014-05-23 07:00:07+00:00,2019-11-08 18:36:14+00:00,2019-11-08 17:56:21+00:00,2174,43.0,,3217,17010.0,2018-06-13 19:39:14+00:00,2.1.1,211.0,Non-relational distributed database modeled after Google's Bigtable..,459.0,33,https://pypi.org/project/happybase,Apache-2.0,2017-04-03 21:13:18+00:00,8084.0,410.0,171364.0,171364.0,,,,,https://search.maven.org/artifact/org.apache.hbase/hbase-client,2018-10-27 03:01:03+00:00,5108.0,,,,,True,2,,,,,,2566.0,,,,,,,,,,,,
26,RethinkDB,rethinkdb/rethinkdb,rethinkdb,rethinkdb,rethinkdb,stable/rethinkdb,,,,com.rethinkdb:rethinkdb-driver,data-storage,https://github.com/rethinkdb/rethinkdb,https://github.com/rethinkdb/rethinkdb,2012-10-30 05:37:47+00:00,2019-11-02 09:07:09+00:00,2019-10-25 09:01:06+00:00,1710,1441.0,4753.0,23355,,2019-10-17 05:25:45+00:00,2.4.4,69.0,The open-source database for the realtime web.,235.0,32,https://pypi.org/project/rethinkdb,Apache-2.0,2019-11-02 09:07:09+00:00,4273.0,872.0,20872.0,658192.0,https://www.npmjs.com/package/rethinkdb,2016-08-29 21:15:17.876000+00:00,3142.0,35573.0,https://search.maven.org/artifact/com.rethinkdb/rethinkdb-driver,2016-07-26 00:45:01+00:00,,https://hub.docker.com/r/_/rethinkdb,2019-07-10 02:50:06.956321+00:00,525.0,51145268.0,True,2,rethinkdb,,,,,259.0,,,,2906.0,,,,,,,,
27,TensorFlow.js,tensorflow/tfjs,,,@tensorflow/tfjs,,,,,,model-deployment,https://github.com/tensorflow/tfjs,https://github.com/tensorflow/tfjs,2018-03-05 05:41:02+00:00,2019-11-08 18:49:16+00:00,2019-11-07 21:41:52+00:00,935,456.0,1359.0,11997,3405.0,2019-10-30 02:21:47.747000+00:00,1.3.1,70.0,A WebGL accelerated JavaScript library for training and deploying ML..,210.0,32,,Apache-2.0,,6400.0,,,52452.0,https://www.npmjs.com/package/@tensorflow/tfjs,2019-10-30 02:21:47.747000+00:00,1000.0,52452.0,,,,,,,,True,1,,,,,,5400.0,,,,12.0,,,,,,,,
28,Storm,apache/storm,storm,,,gresearch/storm,,,,org.apache.storm:storm-core,data-processing,https://github.com/apache/storm,https://github.com/apache/storm,2013-11-05 08:00:14+00:00,2019-11-08 15:09:53+00:00,2019-11-05 14:22:44+00:00,3981,37.0,,6015,10157.0,2019-04-29 00:00:00+00:00,2.0.0,38.0,Distributed real-time computational system for processing data..,474.0,32,,Apache-2.0,,3923.0,,,42219.0,,,,,https://search.maven.org/artifact/org.apache.storm/storm-core,2019-04-29 00:00:00+00:00,3920.0,https://hub.docker.com/r/_/storm,2019-10-19 10:44:56.794544+00:00,112.0,3039772.0,True,2,,,,,,3.0,,,,,,,,,,,,
29,Spyder,spyder-ide/spyder,,spyder,,,,spyder3,,,dev-environments,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder,2015-02-16 22:49:48+00:00,2019-11-08 17:39:52+00:00,2019-11-08 14:54:23+00:00,966,797.0,7872.0,4871,17421.0,2019-07-15 18:49:17+00:00,3.3.6,50.0,Official repository for Spyder - The Scientific Python Development..,181.0,32,https://pypi.org/project/spyder,MIT,2019-11-03 03:54:13+00:00,9368.0,1520.0,35241.0,35241.0,,,,,,,,,,,,True,2,,spyder,,https://anaconda.org/anaconda/spyder,2019-07-15 18:49:17+00:00,7848.0,,,0.0,,,,,,,,,
30,OrientDB,orientechnologies/orientdb,orientdb,pyorient,orientjs,incubator/orientdb,,,,com.orientechnologies:orientdb-core,data-storage,https://github.com/orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,2012-12-09 20:33:47+00:00,2019-11-06 14:24:09+00:00,2019-11-06 14:22:58+00:00,795,1428.0,6905.0,4128,15066.0,2019-11-04 09:28:05.210000+00:00,3.0.8,156.0,"OrientDB is the most versatile DBMS supporting Graph, Document,..",174.0,32,https://pypi.org/project/pyorient,Apache-2.0,2017-04-29 20:38:11+00:00,1211.0,40.0,3511.0,137613.0,https://www.npmjs.com/package/orientjs,2019-11-04 09:28:05.210000+00:00,200.0,18386.0,https://search.maven.org/artifact/com.orientechnologies/orientdb-core,2019-07-03 00:00:00+00:00,636.0,https://hub.docker.com/r/_/orientdb,2019-10-19 09:41:03.522189+00:00,120.0,9604494.0,True,2,,,,,,335.0,,,,,,,,,,,,
31,Kibana,elastic/kibana,kibana,,,,,,,,data-viz,https://github.com/elastic/kibana,https://github.com/elastic/kibana,2013-01-26 04:00:59+00:00,2019-11-08 18:55:50+00:00,2019-11-08 14:59:48+00:00,5172,5477.0,14196.0,14835,28767.0,2019-10-31 16:33:47+00:00,7.4.2,13.0,Your window into the Elastic Stack.,480.0,31,,Apache-2.0,,5.0,,,871521.0,,,,,,,,https://hub.docker.com/r/_/kibana,2019-11-01 05:17:48.157173+00:00,1619.0,71464786.0,True,1,,,,,,5.0,,,,,,,https://www.elastic.co/guide/en/kibana/current/index.html,,,,,
32,ArangoDB,arangodb/arangodb,arangodb,pyarango,arangojs,,arangodb,,,com.arangodb:arangodb-java-driver,data-storage,https://github.com/arangodb/arangodb,https://github.com/arangodb/arangodb,2011-10-26 06:42:00+00:00,2019-11-08 19:02:48+00:00,2019-11-08 18:54:02+00:00,574,529.0,2974.0,8954,45279.0,2019-09-05 00:00:00+00:00,6.2.0,90.0,ArangoDB is a native multi-model database with flexible data models..,122.0,31,https://pypi.org/project/pyarango,Apache-2.0,2019-10-30 05:43:28+00:00,553.0,9.0,7616.0,189151.0,https://www.npmjs.com/package/arangojs,2019-08-30 15:25:31.694000+00:00,416.0,21799.0,https://search.maven.org/artifact/com.arangodb/arangodb-java-driver,2019-09-05 00:00:00+00:00,128.0,https://hub.docker.com/r/_/arangodb,2019-10-21 18:13:56.875915+00:00,168.0,15494434.0,True,3,,,github.com/arangodb/go-driver,,,,,,,,,arangojs,,,,,,
33,ClickHouse,ClickHouse/ClickHouse,yandex/clickhouse-server,clickhouse-driver,clickhouse,,,,,,data-storage,https://github.com/ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,2016-06-02 08:28:18+00:00,2019-11-08 18:49:17+00:00,2019-11-08 18:00:40+00:00,1535,1120.0,2173.0,8900,31129.0,2019-09-20 18:39:17+00:00,0.1.1,33.0,ClickHouse is a free analytics DBMS for big data.,472.0,31,https://pypi.org/project/clickhouse-driver,Apache-2.0,2019-09-20 18:39:17+00:00,24.0,18.0,42410.0,131375.0,https://www.npmjs.com/package/clickhouse,2018-11-04 15:00:17.258000+00:00,6.0,5228.0,,,,https://hub.docker.com/r/yandex/clickhouse-server,2019-11-06 11:05:24.016319+00:00,191.0,3433239.0,True,3,,,github.com/kshvakov/clickhouse,,,,,,,,,,,,,,,
